154A,GAIA 
556A0,"INUNEKO-SEIKATSU Co.,Ltd. "
91270,"TAMAI STEAMSHIP CO., LTD. "
38610,Oji Holdings Corporation 
64130,RISO KAGAKU CORPORATION 
45260,"Riken Vitamin Co., Ltd. "
77340,"RIKEN KEIKI CO.,LTD "
7364,??????????????? 
406A,?????? Holdings 
45480,SEIKAGAKU CORPORATION 
76190,"TANAKA CO.,LTD "
72180,"TANAKA SEIMITSU KOGYO CO.,LTD. "
41130,"TAOKA CHEMICAL COMPANY, LIMITED "
18280,TANABE ENGINEERING CORPORATION 
76370,"Hakudo Co.,Ltd. "
72840,"MEIWA Industry Co.,Ltd "
51940,"SAGAMI RUBBER INDUSTRIES CO.,LTD. "
90030,"Sotetsu Holdings,Inc. "
18700,"YAHAGI CONSTRUCTION CO.,LTD. "
28940,"Ishii Food Co.,Ltd. "
27500,"S.ISHIMITSU&CO.,LTD. "
44620,"ISHIHARA CHEMICAL CO.,LTD. "
40280,"ISHIHARA SANGYO KAISHA, LTD. "
52040,"ISHIZUKA GLASS CO.,LTD. "
16620,"Japan Petroleum Exploration Co., Ltd. "
90810,"Kanagawa Chuo Kotsu Co., Ltd. "
90830,"Shinki Bus Co.,Ltd. "
40260,"Konoshima Chemical Co.,Ltd. "
65680,"KNC Laboratories Co., Ltd. "
90460,"Kobe Electric Railway Co.,Ltd. "
46150,"SHINTO PAINT COMPANY, LIMITED "
30040,SHINYEI KAISHA 
19920,"KANDA TSUSHINKI CO.,LTD. "
80750,Shinsho Corporation 
56600,"KOBELCO WIRE COMPANY, LTD. "
97900,"Fukui Computer Holdings,Inc. "
90750,"FUKUYAMA TRANSPORTING CO., LTD. "
78700,"FUKUSHIMA PRINTING CO.,LTD. "
22910,"FUKUTOME MEAT PACKERS, LTD. "
45210,"KAKEN PHARMACEUTIAL CO., LTD. "
90120,"Chichibu Railway Co.,Ltd. "
80980,"Inabata&Co.,Ltd. "
19280,"Sekisui House,Ltd. "
42040,"Sekisui Chemical Co.,Ltd. "
42280,"Sekisui Kasei Co.,Ltd. "
42120,Sekisui Jushi Corporation 
89280,ANABUKI KOSAN INC. 
88640,"AIRPORT FACILITIES Co.,LTD. "
45960,"Kubota Pharmaceutical Holdings Co., Ltd. "
79890,TACHIKAWA CORPORATION 
42480,"Takemoto Yohki Co., Ltd. "
78750,"TAKEDA iP HOLDINGS CO., LTD. "
17160,DAI-ICHI CUTTER KOGYO K.K. 
45680,"DAIICHI SANKYO COMPANY, LIMITED "
90350,"DAIICHI KOUTSU SANGYO Co.,Ltd. "
80590,"DAIICHI JITSUGYO CO., LTD. "
22150,"FIRST BAKING CO.,LTD. "
44610,DKS Co. Ltd. 
17990,DAIICHI KENSETSU CORPORATION 
40820,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD "
39580,"Sasatoku Printing Co.,Ltd. "
6596,???? 
80390,"TSUKIJI UOICHIBA COMPANY,LIMITED "
78190,SHOBIDO Corporation 
42740,"HOSOYA PYRO-ENGINEERING CO., LTD. "
49720,"Soken Chemical & Engineering Co.,Ltd. "
31990,"Watahan&Co.,Ltd. "
78500,"SOUGOU SHOUKEN CO.,LTD. "
17180,"MIKIKOGYO CO.,LTD. "
80220,Mizuno Corporation 
53560,"MINO CERAMIC CO., LTD. "
42290,"Gun Ei Chemical Industry Co., Ltd. "
67440,NOHMI BOSAI LTD. 
79630,KOKEN LTD. 
84240,"Fuyo General Lease Co., Ltd. "
65900,SHIBAURA MECHATRONICS CORPORATION 
61040,"SHIBAURA MACHINE CO., LTD. "
44520,Kao Corporation 
18880,"WAKACHIKU CONSTRUCTION CO.,LTD. "
98570,EIWA CORPORATION 
63280,"EBARA JITSUGYO CO.,LTD. "
49680,"ARAKAWA CHEMICAL INDUSTRIES, LTD. "
69120,KIKUSUI HOLDINGS CORPORATION 
79530,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD. "
78560,HAGIHARA INDUSTRIES INC. 
75650,MANSEI CORPORATION 
99860,"ZAOH COMPANY, LTD. "
99060,Fujii Sangyo Corporation 
51210,FUJIKURA COMPOSITES Inc. 
46200,"FUJIKURA KASEI CO,.LTD. "
17700,"FUJITA ENGINEERING CO.,LTD. "
97220,FUJITA KANKO INC. 
56030,KOGI CORPORATION 
80140,"CHORI CO.,LTD. "
73680,HYOJITO Co.. Ltd 
51610,"NISHIKAWA RUBBER CO., LTD. "
75000,"nishikawa keisoku co.,ltd. "
90210,West Japan Railway Company 
90310,"Nishi-Nippon Railroad Co.,Ltd. "
18200,"Nishimatsu Construction Co., Ltd. "
80610,SEIKA CORPORATION 
43410,SEIRYO ELECTRIC CORPORATION 
95360,"SAIBU GAS HOLDINGS CO.,LTD. "
61440,"Seibu Electric & Machinery Co., Ltd. "
87470,"YUTAKA TRUSTY SECURITIES CO., LTD. "
62030,"Howa Machinery, Ltd. "
72820,"TOYODA GOSEI CO.,LTD. "
80150,TOYOTA TSUSHO CORPORATION 
79650,ZOJIRUSHI CORPORATION 
476A0,"Tsuji Hongo IT Consulting Co., Ltd. "
71220,"THE KINKI SHARYO CO.,LTD. "
90410,"Kintetsu Group Holdings Co.,Ltd. "
90570,"ENSHU TRUCK CO.,LTD. "
59220,"NASU DENKI-TEKKO CO.,LTD. "
81570,"TSUZUKI DENKI CO., LTD. "
63580,"SAKAI HEAVY INDUSTRIES, LTD. "
79190,"Nozaki Insatsu Shigyo Co.,Ltd. "
86040,"Nomura Holdings, Inc. "
62540,"Nomura Micro Science Co.,Ltd. "
32310,"Nomura Real Estate Holdings, Inc. "
18970,"The Kaneshita Construction Co.,Ltd. "
93600,SUZUYO SHINWART CORPORATION 
64050,"Suzumo Machinery Co., Ltd. "
18150,TEKKEN CORPORATION 
80120,"NAGASE & CO., LTD. "
49580,"T.HASEGAWA CO.,LTD. "
77150,"NAGANO KEIKI CO., LTD. "
40470,"KANTO DENKA KOGYO CO.,LTD. "
46130,"KANSAI PAINT CO.,LTD. "
95030,"The Kansai Electric Power Company, Incorporated "
93260,"KANTSU HD CO., LTD. "
80780,"HANWA CO.,LTD. "
90420,"Hankyu Hanshin Holdings,Inc. "
60180,"THE HANSHIN DIESEL WORKS, LTD "
38960,"AWA PAPER & TECHNOLOGICAL COMPANY, Inc. "
22700,"MEGMILK SNOW BRAND Co.,Ltd. "
67060,"DKK Co.,Ltd. "
95130,"Electric Power Development Co., Ltd. "
34980,"Kasumigaseki Capital Co., Ltd. "
82190,"AOYAMA TRADING Co., Ltd. "
95430,"SHIZUOKA GAS CO., LTD. "
62860,SEIKO CORPORATION 
256A0,TOBISHIMA HOLDINGS Inc 
32910,"Iida Group Holdings Co., Ltd. "
91190,"IINO KAIUN KAISHA, LTD. "
34950,"Koryojyuhan Co., Ltd. "
26760,"TAKACHIHO KOHEKI CO.,LTD. "
59760,"Neturen Co., Ltd. "
40970,"KOATSU GAS KOGYO CO., LTD. "
80070,"Takashima & Co.,Ltd. "
61550,"TAKAMATSU MACHINERY CO., LTD. "
19940,TAKAHASHI CURTAIN WALL CORPORATION 
59230,"TAKADAKIKO(Steel Construction)CO.,LTD. "
19690,"Takasago Thermal Engineering Co., Ltd. "
54580,TAKASAGO TEKKO K.K. 
49140,TAKASAGO INTERNATIONAL CORPORATION 
20090,"THE TORIGOE CO.,LTD. "
90250,"Konoike Transport Co.,Ltd. "
18120,KAJIMA CORPORATION 
287A0,"Kuroda Group Co., Ltd. "
77260,KURODA PRECISION INDUSTRIES LTD. 
403A,(?)??? 
65650,"ABHOTEL CO., LTD. "
37500,ADR Biomedical Holdings Inc. 
52010,AGC Inc. 
36480,AGS Corporation 
70830,AHC GROUP INC. 
44760,AI CROSS Inc. 
44880,AI inside Inc. 
37190,"AI storm CO.,LTD. "
254A0,AI FUSION CAPITAL GROUP CORP. 
62270,"AIMECHATEC,Ltd. "
65570,AIAI Group Corporation 
23310,"ALSOK CO.,LTD. "
88910,"AMG HOLDINGS CO.,LTD. "
92020,ANA HOLDINGSINC. 
50320,ANYCOLOR Inc. 
55780,"AR advanced technology, Inc. "
543A0,ARCHION Corporation 
58570,"ARE Holdings,Inc. "
53410,"ASAHI EITO HOLDINGS CO.,LTD. "
68990,ASTI CORPORATION 
90900,AZ-COM MARUWA Holdings Inc. 
38560,Abalance Corporation 
74090,"AeroEdge Co.,Ltd. "
247A0,Ai ROBOTICS INC. 
50270,AnyMind Group Inc. 
61770,AppBank Inc. 
41800,"Appier Group,Inc. "
95630,Atlas Technologies Corporation 
22680,"B-R 31 ICE CREAM CO.,LTD. "
293A,BABY JOB 
44770,"BASE, INC. "
73760,"BCC Co.,Ltd. "
80560,BIPROGY Inc. 
460A0,BRANU Inc. 
31400,"BRUNO, Inc. "
81050,Bitcoin Japan Corporation 
21690,"CDS Co.,Ltd. "
64070,CKD Corporation 
65730,CRAVIA Inc. 
70410,"CRG HOLDINGS CO.,LTD. "
77790,CYBERDYNE Inc. 
190A0,"Chordia Therapeutics,Inc "
137A0,"Cocolive, Inc. "
231A0,"Cross E Holdings Co., Ltd. "
80230,"DAIKO XTECH, Ltd. "
58880,"DAIWA CYCLE CO.,LTD. "
30500,"DCM Holdings Co.,Ltd. "
46310,DIC Corporation 
21090,"Mitsui DM Sugar Co., Ltd. "
61410,"DMG MORI CO., LTD. "
73770,"DN HOLDINGS CO., LTD. "
57140,"DOWA HOLDINGS CO.,LTD. "
45980,"Delta-Fly Pharma, Inc. "
21530,EJ Holdings Inc. 
67370,EIZO Corporation 
41690,ENECHANGE Ltd. 
50200,"ENEOS Holdings,Inc. "
60830,"ERI HOLDINGS CO.,LTD. "
69550,FDK CORPORATION 
565A,FFF Holdings 
43920,"Future Innovation Group, Inc. "
34740,"G-FACTORY CO.,LTD. "
29700,"GLC GROUP, INC. "
95650,GLOE Inc. 
72140,GMB CORPORATION 
415A0,"GMO TECH Holdings, Inc. "
94490,"GMO internet group, Inc. "
47840,GMO Internet Inc. 
37880,GMO GlobalSign Holdings K.K. 
410A0,"GMO Commerce,Inc. "
40510,"GMO Financial Gate, Inc. "
71770,"GMO Financial Holdings, Inc. "
52500,"GMO Prime Strategy Co., Ltd. "
36950,"GMO Product Platform, Inc. "
37690,"GMO Payment Gateway, Inc. "
36330,"GMO Pepabo, Inc. "
61800,"GMO Media, Inc. "
544A0,"GMS Group Co,.Ltd. "
581A0,GO Inc. 
5883,GT Holdings 
298A0,"GVA TECH,Inc. "
92670,"Genky DrugStores Co., Ltd. "
92120,"Green Earth Institute Co., Ltd. "
39130,"GreenBee, Inc. "
45440,"H.U. Group Holdings, Inc. "
44750,HENNGE K.K. 
43820,"HEROZ,Inc. "
50350,HOUSEI Inc. 
77410,HOYA CORPORATION 
65970,HPC SYSTEMS Inc. 
86990,"HS Holdings Co.,Ltd. "
456A0,HUMAN MADE Inc. 
71330,"HYUGA PRIMARY CARE Co.,Ltd. "
31340,Hamee Corp. 
219A0,Heartseed Inc. 
41720,"Hi-CRATES CO.,LTD. "
265A0,Hmcomm Inc. 
31840,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd. "
66520,IDEC CORPORATION 
77600,IMV CORPORATION 
70780,INCLUSIVE Holdings Inc. 
71110,"INEST,Inc. "
227A,INSIGHT LAB 
95560,INTLOOP Inc. 
43350,"IPS Holdings Co.,Ltd. "
551A,IZUMI Group 
42650,Institution for a Global Society Corporation 
85080,"J Trust Co.,Ltd. "
30860,"J.FRONT RETAILING Co.,Ltd. "
66250,JALCO Holdings Inc. 
98890,JBCC Holdings Inc. 
45520,"JCR Pharmaceuticals Co.,Ltd. "
14340,"JESCO Holdings, Inc. "
48320,"JFE Systems, Inc. "
54110,"JFE Holdings,Inc. "
39140,JIG-SAW INC. 
98960,"JK Holdings Co.,Ltd. "
58170,"JMACS Japan Co.,Ltd. "
24880,"JTP Co.,Ltd. "
64400,JUKI CORPORATION 
50160,JX Advanced Metals Corporation 
58890,Japan Eyewear Holdings 
16630,K&O Energy Group Inc. 
94330,KDDI CORPORATION 
41890,"KH Neochem Co.,Ltd. "
73530,"KIYO Learning Co.,Ltd "
62330,KLASS Corporation 
36560,KLab Inc. 
97260,"KNT-CT Holdings Co.,Ltd. "
69990,KOA CORPORATION 
99730,"KOZO Holdings Co., Ltd. "
92740,"KPP GROUP HOLDINGS CO., LTD. "
96850,"KYCOM HOLDINGS CO.,LTD. "
60360,"KeePer Technical Laboratory Co., Ltd. "
44250,Kudan Inc. 
46890,LY Corporation 
584A0,"LiNKX, Inc. "
44460,Link-U Group Inc. 
60800,"M&A Capital Partners Co.,Ltd. "
300A0,"MIC Co.,Ltd. "
546A0,"MIRAINI HOLDINGS CO., LTD. "
88970,"MIRARTH HOLDINGS, Inc. "
40160,"MIT Holdings CO.,LTD. "
99800,MRK HOLDINGS INC. 
60340,MRT Inc. 
87250,"MS&AD Insurance Group Holdings, Inc. "
45710,"Nano Holdings, Inc. "
47830,"NCD Co., Ltd. "
97090,"NCS&A CO.,LTD. "
441A0,NE Inc. 
87930,NEC Capital Solutions Limited 
53330,NGK Corporation 
91470,"NIPPON EXPRESS HOLDINGS, INC. "
79150,"Nissha Co., Ltd. "
93320,"NISSO HOLDINGS Co., Ltd. "
61450,"NITTOKU CO., LTD. "
69430,"NKK SWITCHES.CO.,LTD. "
72400,NOK CORPORATION 
527A,NOSE SHOP 
471A0,"NS Group, Inc. "
91100,"NS UNITED KAIUN KAISHA, LTD. "
97390,NSW Inc. 
64720,NTN CORPORATION 
94320,"NTT, Inc. "
49790,"OAT Agrio Co., Ltd. "
68770,Obara Group Incorporated 
31660,"OCHI HOLDINGS CO.,LTD. "
-,????????????? 
5886,OOKABE GLASS 
80410,OUG Holdings Inc. 
39180,"PCI Holdings, Inc. "
65230,PHC Holdings Corporation 
479A0,PRONI 
198A0,PostPrime Inc. 
29280,"RIZAP GROUP,Inc. "
94250,ReYuu Japan Inc. 
92140,"Recovery International Co.,Ltd. "
73560,Retty Inc. 
55990,S&J Corporation 
14470,"SAAF Holdings Co., Ltd. "
62300,SANEI LTD. 
71980,SBI ARUHI Corporation 
73260,"SBI Insurance Group Co., Ltd. "
47650,"SBI Global Asset Management Co., Ltd. "
84730,"SBI Holdings, Inc. "
58340,"SBI Leasing Services Co.,Ltd. "
23840,"SBS Holdings, Inc. "
39740,SCAT Inc. 
46500,"SD ENTERTAINMENT,Inc. "
94780,"SE Holdings and Incubations Co., Ltd. "
53040,"SEC CARBON,LIMITED "
66260,SEMITEC Corporation 
91430,"SG Holdings Co., Ltd. "
62730,SMC CORPORATION 
67980,SMK Corporation 
61850,SMN Corporation 
58710,SOLIZE Holdings Corporation 
86300,"Sompo Holdings, Inc. "
74660,SPK CORPORATION 
29800,SRE Holdings Corporation 
81630,"SRS HOLDINGS CO.,LTD. "
35010,"SUMINOE Co., Ltd. "
58050,SWCC Corporation 
44430,"Sansan, Inc. "
24370,"SHINWA WISE HOLDINGS CO.,LTD. "
73200,Solvvy Inc. 
5584,Strawberry jams 
14500,TANAKEN Inc. 
46870,TDC SOFT Inc. 
67620,TDK Corporation 
70460,TDSE Inc. 
38230,"THE WHY HOW DO COMPANY, Inc. "
42550,THECOO Inc. 
64810,"THK CO., LTD. "
36260,TISI Inc. 
68090,TOA CORPORATION 
59670,"TONE CO.,LTD. "
79110,TOPPAN Holdings Inc. 
53320,TOTO LTD. 
63150,TOWA CORPORATION 
51050,Toyo Tire Corporation 
64630,"TPR CO .,LTD. "
92470,TRE HOLDINGS CORPORATION 
278A0,Terra Drone Corporation 
33580,"Trailhead Global Holdings, Inc. "
42080,UBE Corporation 
37980,"ULS Group,Inc. "
21460,"UT Group Co,.Ltd. "
13330,Umios Corporation 
44220,VALUENEX JAPAN Inc. 
75930,"VT HOLDINGS CO.,LTD. "
65370,"WASHHOUSE CO.,LTD. "
70790,"WDB coco CO.,LTD. "
24750,"WDB HOLDINGS CO.,LTD. "
26930,YKT CORPORATION 
64820,Yushin Company 
79170,ZACROS Corporation 
60310,ZETA INC 
73710,Zenken Corporation 
87830,"abc Co.,Ltd. "
-,akippa Inc. 
70350,"and factory,inc "
46340,"artience Co., Ltd. "
38350,"eBASE Co.,Ltd. "
44370,"gooddays holdings,Inc. "
52400,"monoAI technology Co.,Ltd. "
52430,note inc. 
40600,rakumo Inc. 
67770,santec Holdings Corporation 
51360,"tripla Co.,Ltd. "
87460,unbanked inc. 
